ASIN,Manufacturer,Product Description,Description
B09321GJXZ,"TexcocoEnterprices,TexcocoEnterprices,9958166528","At BENNETT, we specialize in crafting high-quality laptop briefcases, school, college, travel and office backpacks designed to exceed your expectations. With our commitment to style, comfort, and durability.  Our products are crafted using premium materials and a keen eye for detail. From the robust stitching to the carefully selected fabrics, we ensure that each bag meets the highest standards of quality.  Bennett Casual 15.6-inch Laptop Bag school bags, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women  Bennett Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women  Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop  Bennett professional business backpack for men women slim 15.6 inch laptop tablet bag, padded laptop compartment water resistant fabric  24x7 SUPPORT  At BENNETT, your satisfaction is our utmost priority. We strive to ensuring a seamless shopping experience from start to finish. Our dedicated support team is always ready to assist you with any inquiries or concerns you may have.","PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.   LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.   EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.   DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.   BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you."
"Presto!, Narendra Plastics Pvt. Ltd., Survey No. 436/1 & 436/2, Village Dabhel, Daman - 396210 (U.T.), India.",Presto!,"Presto! decomposable Garbage Bags offer a convenient method of garbage   disposal. These bags are small in size and can easily fit any small trash   cans. They come in green color in a pack of 3 rolls. Each roll has 30 bags to   help you take care of the cleanliness and hygiene in your house.  These garbage bags have a detachable tie-string that you can use to tie up   the bag after use. It makes it easier to take them out while throwing out the   trash.  These multi-functional waste bags are ideal for use in offices, hotels and   restaurants. They are also suitable for wet waste segregation in the kitchen  Presto! is an international brand from Amazon. We are all about living the   clean. That's why we have created a range of effortlessly effective premium   household cleaning essentials all with the same purpose - to make messes   magically disappear.       Check out our range of toilet cleaners, detergent powders and liquids,   bathroom cleaners, spin mops, floor cleaners, glass cleaners, dish wash   liquids and soaps.       We also have a range of kitchen tissues, toilet tissues and air fresheners   which will make it magically easy to keep your home mess-free and   fresh-smelling.","Suitable for wet waste segregation   Oxo-Biodegradable Garbage Bags for your home and kitchen   Convenient for clean-up and garbage disposal   Multifunctional use; ideal for office, hotels, household use   Detachable tie-tape to tie up bag after use   Dimensions - 43 cms x 48 cms; Size: Small   Package Contents - 3 Rolls of Oxo-Biodegradable Garbage Bags; Quantity: 30 per roll; Colour: Green"
"Shaktiman Enterprises, Shaktiman Enterprises, Village Dadra, DN 396193, shaktimanenterprises9@gmail.com, 9930059321",ShaktimanEnterprises,"Wondering how to handle the daily waste which is out there? Want to also segregate the different types of waste which is getting created so that it can be recycled properly? Wondering how the road side garbage bags are different than ""G 1"" Garbage bags ?  G 1 Garbage Bags are made up of Virgin Material, which does not smell bad when you open the packets. As it is made of Virgin Material it has all the tensile strength to hold your garbage without tearing off easily and you do not need to double the bags in the dustbin.  These comes in various colors like Black, Blue and Green to help you store different wastes separately for easy recycling of the garbage.   Multipurpose                                                                                                                                                                                          Black color Garbage bag is used to collect General Purpose wastes. General waste, also called residual waste, is material from businesses and households that cannot be recycled. It includes materials such as plastics, polythene, some packaging and kitchen scraps.  Green Color Garbage Bag is used to collect wet Waste. WET WASTE includes cooked and uncooked food, fruits, vegetable peels, flower waste, and other waste.  Blue Color Garbage Bag is used to collect Dry Waste. Dry waste is typically defined as any waste which will not rot or disintegrate over time and has little or no moisture content. Dry waste can also be described as inorganic waste given its lack of food products. Some common dry waste item are Metal, Glass, Plastic, paper, cardboard, aluminium foil, etc.,  Gusseted trash bag are sealed on the bottom and the sides are tucked in to form gussets, or extensions. Trash placed in a gusset sealed bags tend to spread to all areas of the bag, making this is a popular choice for many types of trash cans. Depositing wet trash and liquids should be avoided in a gusset sealed bag to avoid leaks. The widths of the gussets are often included in the total width of the bag. For example, a 14 inch wide bag, with 2.5 inch gussets on each side would be stated as 19 inches wide. Most of our low density liners have a gusset seal.                             MATERIAL","Black coloured garbage bags with bottom sealing and prevents any leakage; Material: Semi virgin material, strong material to carry daily waste easily   Pack of 04 x 30 bags is equal to total 120 bags   Medium size (48 cm x 54 cm)   Most convenient method of garbage disposal to maintain cleanliness and hygiene"
B09TPVD964,ADISA,"DESCRIPTION  Light weight and spacious laptop backpack with 2 compartments and 1 front easy-access pocket. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.",Care Instructions: Wipe with Damp Cloth   Material: Water Resistant Light-Weight Polyester<br>   Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>   Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>   Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>   Closure Type: Zipper<br>
B0BNL2PBPH,muskaancreation,"Eye-catching 3D Cartoon Design: The backpack boasts a playful and vibrant 3D cartoon design that will instantly capture the hearts of children. Whether it's their favorite cartoon character or a cute animal, this backpack adds an element of fun to their everyday adventures. Lightweight and Comfortable: Made with lightweight materials, this backpack is easy for kids to carry around, even when filled with their school essentials. The adjustable shoulder straps ensure a comfortable fit for children of different sizes, reducing strain on their shoulders and back.  Waterproof Construction: The backpack is crafted from high-quality waterproof materials, providing excellent protection for the contents inside during unexpected rain showers or accidental spills. This feature ensures that your child's belongings stay dry and safe, no matter the weather. Spacious and Organized: With three compartments, the backpack offers ample space to organize school supplies, toys, snacks, and other belongings. The main compartment can hold books and notebooks, while the front pockets are perfect for smaller items like pens, pencils, and a snack box.  Bottle Holder: The side of the backpack includes a stretchable bottle holder, making it easy for kids to carry their water bottle securely. Staying hydrated throughout the day has never been more convenient. Durable and Reliable: Designed with the rough and tumble of kids' adventures in mind, this backpack is built to withstand daily wear and tear. Reinforced stitching and sturdy zippers ensure its long-lasting durability.  Ideal for School and Outdoor Adventures: Whether it's a day at school, a family picnic, or a hiking trip, this backpack is a versatile companion for various activities. Its functionality and style make it suitable for multiple occasions. Give your child the gift of a delightful and practical accessory with the 15-inch Kids 3D Cartoon Backpack. Let their imaginations run wild as they embark on their school journey or outdoor escapades with this adorable and reliable companion.","Care Instructions: Hand Wash Only   Fit Type: regular   Fashionable, light-weight, soft and colorful, a perfect gift for your kids 3D character embossed front makes it even more fun to carry around   Made of polyester fabric with coated backing and inner lining, making it tough, durable and waterproof   There are three compartment which stores the kid's toys, snacks and other stuffs,and a small zippered pocket on the outside   The shoulder straps are padded and adjustable, making them cosy for little shoulders ideal for kids of nursery, kindergarten, play-school, junior levels can also be used as picnic and travel bag; Weight: 450 grams; Dimensions: 30 cms x 18 cms x 40 cms (LxWxH)   Style Name: Travel Backpacks; Compartment Description: Not Laptop Compatible"
B08D7QKCX5,FREEWILLSPORTSPLTD-PB,"The NIVIA Pulse Jr. bag consists of one zippered main bag, 1 front pocket to safely store your cellphone, mini tablet, PSP, wallet, keys, ID card, small   snacks, and other small personal belongings. perfect ideal for outdoor sports (hiking, camping, climbing, cycling, etc.) and travel use.  We have an excellent range of gym bags with a wide range of designs, and colors with stylish contoured designs these duffle bags are made from tough polyester with attractive patterns .These bags comes with right size to hold all your gym essentials, such as workout clothes, shoes, water bottle, and towels. Also comes with durable and sturdy materials that can withstand the wear and tear of frequent use.","Highly Water-resistant finish to save inner items from water splashes   Epp foam gear in the bottom panel for total comfort and safety   Main compartment with double zip closure   Water-resistant front valuables pocket to keep your stuff safe   Tough, 600D abrasion-resistant fabric for high durability Optimum quality of accessories and zipper for smoother functioning and high durability Designed for all types of occasions: sports, daily use, cycling, travel, adventure, etc Comes in attractive color combination and premium quality of material."
B085QMBX8H,ROZEN,"Travel in style with a sophisticated duffle designed to hold all your essential items for an overnight trip, in-flight travel or an adventure trip . The Alive Travel Duffle with two Side Pockets is made from ultra-light yet strong PU coated fabric with a classic duffle design that makes it both sporty and sophisticated. This classic duffle has a U-shaped top zipper closure with double zipper pulls, a roomy main compartment with plenty of room for clothes, toiletries, and portable electronic devices, two zippered end pockets. Carry this duffel by the top handles or use the adjustable detachable strap with padded strap for comfortable shoulder carrying.","Outer Material: Nylon Color: Blue Capacity: 61 Litres; Dimension: Height 8.20 cm Width 26.80 cm Length 55.70 cm Weight 0.79 kg Country of Origin: india   bags for travelling,22 inch /56 cm travel duffle bag   Ideal as laundry bags - Folds flat for easy storage - Great in place of a suitcase - Excellent size for storing winter or summer clothes - Can be used while going to vacation; Note:The actual color of the product may slightly vary due to monitor resolution settings Handle Type: Web Handle; Closure Type: Zipper Long Adjustable Shoulder Strap - 270 Degree Zip Around   MATERIAL: Water-resistant, sturdy polyester fabric,breathable material, and zippers are all features of our product. Clean stitching and a robust zinc alloy zipper clasp make this bag good for wearing, and the side handles make it easy to carry. MULTIPURPOSE: With their these waterproof bags are an great travel companion for most outdoor activities such as sports, weekends, overnight, shopping, motorcycle riding, and other adventures. You may store all of your belongings in one location.   Rozen bags are suitable to travel bag,and weekend bag. Don't be afraid to take these bags and set out on your amazing adventure. You'll find this bag to be exactly what you're looking for! It is functional and acceptable for everyday use. STRONG ZIPPER & EASY TO CARRY HANDLES:To distinguish the bags, they have a zip closing.It has a snap-closure handle,making it portable and easy to transport. The main area's zipper has a unique design that makes it easy to open and close the bag."
B07M82M8G7,"Heroz,A.H,CreationA-630PremNagarNabiKarimPaharGanjNewDelhi110055","This grey and blue unisex backpack by Heroz is ergonomically designed for all ages, genders and purposes. Made of PU polyester material, this bag is ideal for use as a college bag, casual backpack, laptop bag or a work bag.                                                                                                                                                                                         Has a carrying capacity of 45 litres, and dimensions of 53 x 33 x 29 centimeters. Weighing at 989 gms, the bag is made out of durable PU coated polyester fabric and double dotted waterproof polyester for protection of all manner.  The blue color with grey undertones gives a neutral look and an advantage over excess dust collection. 2 main and an extra compartment provides ample storage space for accessories, electronics, notebooks and stationery. Also comes with bottle mesh pockets on either sides.  The padded base, back and shoulder straps provide comfort and support for carrying heavy items for a long duration.","Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,<br> <br>   Water Resistant; 2 compartments and 6 pockets Backpack with glossy finis<br>; Separate laptop compartment<br> <br>   Internal compartments with organizer pockets and internal divider for organization<br> <br>   Pocket Description: Utility Pocket; Age Range Description: Adult; Style Name: Travel Backpacks; Closure Type: Zipper Snap <br>   Warranty Description: 1. Year Manufacturer Warranty; Pattern Name: Solid; Compartment Description: Greater Than 17 Inches <br>"
B0C4Q1MJGD,RAPTORS,"ROPTORS Large 35 L Backpack Unisex College School Travel Backpack Reflective Strip is the perfect backpack for the modern student. It has a large capacity for your books and other school supplies, as well as plenty of space for other items you may need during your day","Care Instructions: Hand Wash Only   Fit Type: regular   Material: Polyester,   Capacity: 35 liters; Dimensions: H,49 cms x L,33cms x W,18.5 cms   Mesh pockets on both sides to accommodate your sipper or bottle and umbrella   Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks,Mesh Padding on back & shoulder strap to provide comfort & better back support   PACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff."
B0C9GRNX8R,STRABOBAGSANDACCESSORIESLLP,,Curated specially for Bag with High Functionality. Premium Design crafted with Trendy Look   Separate Sturdy Padded compartment for your Laptop. Spacious 35L capacity with 46 x 22 x 36 cm   high quality YKK Zip   Air mesh for ventilation   Light weight Bag with padded shoulder strap for ease
B0C4PRDZ9X,AcefourAccessoriesPvt.Ltd.,,"Care Instructions: Wipe with Damp Cloth   Fit Type: regular   Handcrafted with care and made up of premium quality robust material. 3x more water resistant material with rainproof zippers and 2.5x more padded shoulder straps   Anti-Theft design, Padded laptop compartment that can fit upto 15.6"" laptop along with a tablet sleeve   Trolley sleeve at the back to secure your luggage, compression straps for the weekend packing   GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty"
B0C2HX15QM,MINIWESST,"Thanks to its roomy interior, you can use this women's bag as your go-to buddy every day. It allows you to store and transport your daily essentials and trinkets in a highly structured way.  Women can use this handbag to go to the shopping or a family event. It can be worn with both an Indo-Western dress and a fashionable top and well-fitting jeans. This roomy yet fashionable handbag is ideal as a present for any occasion.  The bag boasts high-quality zippers for convenient access and storage as well as a well-stitched interior lining.                                                                                                                                                                                                                                                                                      This women's handbag by Mini Wesst was created with the demands and rigours of daily life in mind, while also looking stylish. Additionally, the bag's stitching and finishing are done to boost the handbag's longevity.  The strap that comes with this bag is of a reasonable length. This gives this bag from Mini Wesst a really sophisticated and elegant appearance. This women's handbag is ideal for pairing with formal and semi-formal outfits.  Thanks to its roomy interior, you can use this women's bag as your go-to buddy every day. It allows you to store and transport your daily essentials and trinkets in a highly structured way.  Material: Fabric is used to make our high-end handbags. You will look elitist and sophisticated wearing them with both formal and casual attire. Our bags are strong and long-lasting, so they will be with you for a long time.","New Design By "" MINI WESST"", Functional and trendy, this bag from MINI WESST will carry all your essentials for your day.   Made of Synthetic Leather, Color-Navy Blue   Dimension-LxBxD(CM)-28X38X14   Pattern-Printed|| Closer-Zipper|| Pockets-2 Internal Pocket   Easy to match clothes in varieties of occasions Perfect as a gift, lovely for your wife ,mom, and friends Good choice of housewarming gift"
B0C4GVCM3Y,,,Fit Type: regular   Dimensions and Capacity]: (48 Cm X 33 Cm X 28 CM) 28 Liters. Compatible upto 16 Inches Laptop.   Easy Access Pockets: A sleek anti-theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organized.   Two Large Compartment: It comes with two large compartments with separate padded laptop compartment with elastic bands to hold the laptop.   Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this backpack a suitable alternative to bulky and unsightly laptop backpacks   Waterproof Fabric: The backpack comes with a superior waterproof fabric which helps in keeping your laptop and other important stuff safe from rain
B0C3RN6QSC,SpenzBags,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.","Care Instructions: Hand Wash Only   Fit Type: regular   LARGE CAPACITY & MANY POCKETS: This backpack has two main compartment pockets. One separate laptop compartment holds 15.6 Inch Laptop as well as 15 Inch, 14 Inch and 13 Inch Mac book or Laptop. The other one packing compartment is roomy for daily necessities and tech electronics accessories. Front compartment with zipper pocket and 2 elastic mesh side pockets.Make your items organized and easier to find.   COMFY & BREATHABLE BACKPACK: Adjustable shoulder straps and back side comes with comfortable and breathable mesh design, relieves the stress of your shoulder. A comfortable airflow foam-pad back design with soft, multi-panel breathable mesh padding, offer your back maximum back support. A foam-padded top handle for a long time carry on.   HIGH QUALITY MATERIAL: Our backpack made of waterproof and quality Polyester fabric with metal zippers. Lightweight and sturdy, ensure a secure & long-lasting usage every day. Perfects for weekend getaways, shopping, office work, business traveling and other outdoor activities. Also, it is a perfect student’s backpack for women, men, teens, boys and girls.   LAPTOP PROTECTION: Separate laptop compartment with foam padded of this back pack offers the optimal protection for your 15.6 inch laptop. Mesh pockets for mouse, adapter, charging cord and other electronics. Take the worry out of your work and study.   IDEAL GIFT: This fashionable backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him."
B09321GJXZ,"TexcocoEnterprices,TexcocoEnterprices,9958166528","At BENNETT, we specialize in crafting high-quality laptop briefcases, school, college, travel and office backpacks designed to exceed your expectations. With our commitment to style, comfort, and durability.  Our products are crafted using premium materials and a keen eye for detail. From the robust stitching to the carefully selected fabrics, we ensure that each bag meets the highest standards of quality.  Bennett Casual 15.6-inch Laptop Bag school bags, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women  Bennett Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women  Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop  Bennett professional business backpack for men women slim 15.6 inch laptop tablet bag, padded laptop compartment water resistant fabric  24x7 SUPPORT  At BENNETT, your satisfaction is our utmost priority. We strive to ensuring a seamless shopping experience from start to finish. Our dedicated support team is always ready to assist you with any inquiries or concerns you may have.","PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.   LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.   EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.   DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.   BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you."
"Shaktiman Enterprises, Shaktiman Enterprises, Village Dadra, DN 396193, shaktimanenterprises9@gmail.com, 9930059321",ShaktimanEnterprises,"Wondering how to handle the daily waste which is out there? Want to also segregate the different types of waste which is getting created so that it can be recycled properly? Wondering how the road side garbage bags are different than ""G 1"" Garbage bags ?  G 1 Garbage Bags are made up of Virgin Material, which does not smell bad when you open the packets. As it is made of Virgin Material it has all the tensile strength to hold your garbage without tearing off easily and you do not need to double the bags in the dustbin.  These comes in various colors like Black, Blue and Green to help you store different wastes separately for easy recycling of the garbage.   Multipurpose                                                                                                                                                                                          Black color Garbage bag is used to collect General Purpose wastes. General waste, also called residual waste, is material from businesses and households that cannot be recycled. It includes materials such as plastics, polythene, some packaging and kitchen scraps.  Green Color Garbage Bag is used to collect wet Waste. WET WASTE includes cooked and uncooked food, fruits, vegetable peels, flower waste, and other waste.  Blue Color Garbage Bag is used to collect Dry Waste. Dry waste is typically defined as any waste which will not rot or disintegrate over time and has little or no moisture content. Dry waste can also be described as inorganic waste given its lack of food products. Some common dry waste item are Metal, Glass, Plastic, paper, cardboard, aluminium foil, etc.,  Gusseted trash bag are sealed on the bottom and the sides are tucked in to form gussets, or extensions. Trash placed in a gusset sealed bags tend to spread to all areas of the bag, making this is a popular choice for many types of trash cans. Depositing wet trash and liquids should be avoided in a gusset sealed bag to avoid leaks. The widths of the gussets are often included in the total width of the bag. For example, a 14 inch wide bag, with 2.5 inch gussets on each side would be stated as 19 inches wide. Most of our low density liners have a gusset seal.                             MATERIAL","Black coloured garbage bags with bottom sealing and prevents any leakage; Material: Semi virgin material, strong material to carry daily waste easily   Pack of 04 x 30 bags is equal to total 120 bags   Medium size (48 cm x 54 cm)   Most convenient method of garbage disposal to maintain cleanliness and hygiene"
B08D7QKCX5,FREEWILLSPORTSPLTD-PB,"The NIVIA Pulse Jr. bag consists of one zippered main bag, 1 front pocket to safely store your cellphone, mini tablet, PSP, wallet, keys, ID card, small   snacks, and other small personal belongings. perfect ideal for outdoor sports (hiking, camping, climbing, cycling, etc.) and travel use.  We have an excellent range of gym bags with a wide range of designs, and colors with stylish contoured designs these duffle bags are made from tough polyester with attractive patterns .These bags comes with right size to hold all your gym essentials, such as workout clothes, shoes, water bottle, and towels. Also comes with durable and sturdy materials that can withstand the wear and tear of frequent use.","Highly Water-resistant finish to save inner items from water splashes   Epp foam gear in the bottom panel for total comfort and safety   Main compartment with double zip closure   Water-resistant front valuables pocket to keep your stuff safe   Tough, 600D abrasion-resistant fabric for high durability Optimum quality of accessories and zipper for smoother functioning and high durability Designed for all types of occasions: sports, daily use, cycling, travel, adventure, etc Comes in attractive color combination and premium quality of material."
B09HNP99YX,GEEKAYENTERPRISES,"This AUXTER Deluxe Backpack which comes with 3 spacious compartments to hold all your daily items .Its gives Durable Performance with heavy duty waterproof fabric .It is one of the best backpacks with efficient usage to carry your essentials ,Very Stylish and feature loaded Backpack                                                                                                                                                                                         Made of high-quality Polyester fabric, water-resistant, tear and wear-resistant, reinforced straps, neat stitches, durable buckle, smooth zippers. All together ensure long-term use. This is the backpack you can take with you for years and longer.  Ergonomic design fits back structure, protecting your back while you are carrying a heavy load. Widened and adjustable straps help release burdens on the shoulder. Breathable mesh padding gives you a comfortable .  3 spacious Compartments for books and clothes , laptop Padded section Upto 16 inch, Internal Pocket, Internal Zipper and mesh organizer pocket, 2 sides Bottle / umbrella pocket. Capacity : 33 liters                                                                                                                                                                                          Buy  for higher quality products. Made from High Quality fabric.  This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests","Fit Type: Regular   Material: Heavy Duty water Proof Fabric<br>   Compartments: 3 spacious Compartments, laptop Padded section Upto 16 inch, Internal Pocket, Internal Zipper and mesh organizer pocket, 2 sides Bottle / umbrella pocket. Capacity : 33 liters<br>   Print: Fixed Print, Non Removeable; Comfort Padded Shoulder Straps & Specially Designed for less load On Human body. Thick Padded Back mesh panel.<br>   Unisex Backpack for School, College, office, travel daypack, Casual backpack, laptop backpack.<br>   Warranty Description: 1 Year Manufacturing Warranty Against Manufacturing Defects; Style Name: Daypack Backpacks; Pattern Name: Solid; Special Features: Laptop Compartment; Compartment Description: Up To 16 Inches; Age Range Description: Adult; Pocket Description: Utility Pocket; Material Type: Polyester<br>"
B0C4L2KX2W,"AcroEngineeringCompany,Z-41,OkhlaIndustrialArea,PhaseII,NewDelhi-110020,India.,AcroEngineeringCompany,Z-41,OkhlaIndustrialArea,PhaseII,NewDelhi-110020,India.","Organise, store and carry everything you need in this spacious backpack from Amazon Basics. Made from quality polymer, it is durable and sturdy. It can store a laptop up to 15.6 inches in size. It also features ample storage for your accessories, and an adjustable strap for your convenience. Its USB charging port enables you to charge your phone anywhere. A reflective strip and rain cover add to its utility.","Multifunctional: Carry everything you need for college, office, and travel in this versatile backpack from Amazon Basics.   Laptop compartment: It features a huge compartment, which can fit a 15.6-inch laptop easily.   Storage: It offers two main compartments, one accessory pocket, and multiple smaller pockets to organise and store your belongings.   Charge on the go: Connect your power bank to the cable inside the bag. Charge your smart phone on the go using this useful feature.   Adjustable: This bag includes an adjustable strap for your convenience.   Durable: Made from long-lasting, quality polymer fabric, this bag is sturdy and reliable.   Safety features: It comes with a rain cover and reflective strip for better protection.   Capacity: 35 l; Colour: Blue"
B0C2KHQ8Z1,PramodaaOverseasIndia,"This backpack is crafted from high quality artificial leather which makes it tough, durable and lasts for longer time. It is water-resistant and protect your belongings in all weather conditions.  All Hardware Fittings and Accessories are of top notch quality. Premium Feels at affordable Range  These backpacks are multipurpose and can be used in all occasions","Fit Type: regular   Italian Croco Vegan Leather Casual Backpack for Men and Women. This Backpack looks very stylish and has decent space for all your essentials   Ideal Application : Office Laptop Backpack , School Bag for Senior Classes 11th 12th , College University Beg , Bike Tourister Bags , Fashion Bags for Men Women , Daily Travel Use Bags.   Premium vegan leather laptop backpack for uber cool travellers as well as for office use and students. large compartment - with a dedicated laptop sleeve pocket for laptops upto 15.6 Inch and an additional pockets for tablets phones, power banks, keys, pens and other accessories.    Features : Single Large Compartment with Laptop Sleeve | Quick Access Front Pocket | Padded Shoulder Straps | 2 side Pockets.   18 months manufacturing warranty"
B083N2MVG7,"A.H.Creation, A.H.Creation,A-630,Amarpuri,KrishnaBasti,RamTirathnagar.PaharGanj.NewDeihi.110055","Nylon, Inner Material: Polyester  50 Liters  Grey & Black  This grey and Grey with black backpack by Heroz is ergonomically designed for all ages, genders and purposes. Made of PU polyester material, this bag is ideal for use as a college bag, casual backpack, laptop bag or a work bag.                                                                                                                                                                                         The grey color with black undertones gives a neutral look and an advantage over excess dust collection. 3 main and an extra compartment provides ample storage space for accessories, electronics, notebooks and stationery. Also comes with bottle mesh pockets on either sides.  Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap.  The padded base, back and shoulder straps provide comfort and support for carrying heavy items for a long duration.",Water Resistant; 3 compartments and 6 pockets Backpack with glossy finis; Closure: Zipper; Internal compartments with organizer pockets and internal divider for organization   Style Name: Country; Warranty Description: 1. Year Manufacturer Warranty; Strap Type: Cross-Body; Compartment Description: Greater Than 17 Inches
B08N6HSJJ5,URBANWOLFINDIA,"It helps in supporting back & relieves stress. Effectively protect cervical vertebrae.  It allows the backpack to be securely placed on a trolley when used for longer journeys or heavier loads.  URBAN WOLF Backpack is available in different colours.                                                                                                                                                                                         It has an anti-theft invisible pocket, keeping your valuables safe from thieves.  With the help of adjustable buckle you can adjust shoulder strap size for better fit.  They will Not Tear Apart Easily. Even Carrying Excessive Weight.                                                                                                                                                                                         Mesh padded shoulders straps helps in reducing strain over shoulders.  Big handle provides the needed comfort while carrying.  Bag features dedicated storage space for Dedicated, padded space for laptop up to 15.6-Inch and separate space iPad/ Tablet. Same time plenty of space for other stuff.","HIGH QUALITY MATERIAL: The outside of this laptop backpack is made of high quality water Repellent Fabric.; MULTI LEVEL ORGANISER: The backpack has two front large zipper pocket for the ID card, Sanitizer, House keys, Pen and other small items. <br>   ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. <br>   MINIMAL FUNCTIONAL LITE WEIGHT: The urban wolf Backpack is designed around the workflows of executives, creatives, travelers and commuters. <br>   WATER RESISTANT MATERIAL: Advanced IPX4 coating on the material ensures resistance to water entering from any direction. <br>   Compartment Description: Up To 15 Inches; Pocket Description: Utility Pocket; Warranty Description: 6 Months Manufacturer Warranty.; Special Features: Anti-Theft; Age Range Description: Adult; Pattern Name: Solid; Strap Type: Adjustable <br>"
